id,rendement_A
1619,0.00079213123873
1624,0.00121262575931
1728,0.00070031356056
1729,0.00097835535724
1730,0.00122330807152
1731,0.00200410994587
1732,-1.62410133e-05
1733,-4.7891307e-07
1734,4.44757782e-06
1735,4.3697729499999996e-06
1737,0.00076759042817
1738,0.00098032141097
1739,0.00252384329885
1740,0.00090976276061
1741,-0.00057726561481
1744,-8.278308054e-05
1745,-0.0069146790336899995
1749,0.00023392656358
1750,-0.00022936903729000002
1753,0.00024537539539
1756,0.00209946864316
1758,0.00026193057614
1759,-0.00016357226762
1760,0.00100421501084
1763,0.00050256297842
1764,0.00183851795075
1765,0.0005103121516
1771,4.548022556e-05
1772,0.00078762901272
1773,3.690239232e-05
1776,0.00036696806617999997
1777,0.00082939336125
1778,-2.1479511319999998e-05
1779,0.00048088162406
1781,-0.00049597989412
1782,-0.0006624841253400001
1784,0.00052400007375
1786,0.0007875491090300001
1787,0.00061915517039
1788,0.00069492181543
1789,0.0009767256338
1790,0.0006287469656699999
1791,0.00149644678567
1792,0.00154315526573
1793,0.00098492959261
1794,5.488071863e-05
1845,0.00196268479293
1846,-0.00073693132326
1847,0.00127574679667
1848,0.0009285398031100001
1849,0.00068771034429
1850,-0.00207950672054
1851,-0.0006291780399499999
1852,0.0024189495977299997
1853,0.00064505636957
1855,0.0069629285592
1856,-0.00011302948965000001
1857,0.00167124373313
1858,0.00090944225304
1859,-0.0032688709939400003
1860,0.0008076297893499999
1861,-0.00038126437591
1862,0.00169429637287
1863,-0.00167387122406
1864,0.00100140437884
1865,0.00068408028759
1866,-0.00162891588846
1868,0.0006805613653000001
1869,-0.00255920706859
1870,0.00107561911393
1871,0.0007523889526999999
1872,0.0023549388157
1873,0.00137796357885
1874,0.0027071333306
1875,0.00054275962955
1876,0.00206315260301
1877,0.00296856589347
1878,0.00019643395417000002
1879,-0.00218575713257
1880,0.00023592696727
1881,0.0022693874559300002
1882,0.0008076541346799999
1883,0.00145064490885
1884,0.00154043268561
1885,-0.00333478374212
1887,0.00041433491771000004
1888,-3.6857789810000004e-05
1889,0.00080918202464
1890,-0.00089555208122
1891,0.0013765049899500002
1892,0.00136206413116
1893,-0.00290013091153
1894,0.00180484438681
1896,-0.00033235099966999997
1897,0.00352852099285
1898,-0.00409866772533
1899,0.00065053110684
1900,0.00014345734931
1901,-0.00167688459102
1902,-0.00051769988998
1903,0.00028837753906
1904,0.00381531673104
1905,-0.00030830845701
1906,0.00027019528357999996
1907,-0.00076501763584
1908,0.0013798178705600002
1909,-0.00160193099185
1910,0.00161288820275
1911,0.00117063079012
1912,0.00280283096629
1913,0.0001122456644
1914,0.00075791354024
1915,0.00057056429833
1916,-0.00024936551907
1917,0.00032075269672
1918,0.00172902887588
1919,-2.783257408e-05
1921,-0.00138056761915
1922,-0.0052496245437900005
1923,0.00040442945891
1924,0.0007844731845199999
1925,-0.00316895947258
1926,0.00103101466144
1927,-0.00015642948841
1928,0.00205120393751
1929,0.0016361155800700001
1930,0.0008769504548499999
1931,0.00111781144673
1932,0.0005280240736200001
1933,0.0009806359857
1934,0.0011157049105600001
1935,0.00021510366496
1936,0.00176756144293
1939,0.00763252547089
1940,0.00646394139376
1941,-0.00251882127674
1942,-0.00018288078775999998
1943,0.0012343384218300002
1944,-0.0012777596594000002
1945,0.00046968550859
1946,-0.0023588993568300002
1947,-0.00083626131636
1948,0.00017780002281
1949,0.00104205286604
1950,0.00233193288466
1951,0.0041123922008
1952,0.0041123922008
1953,0.0012471385512999999
1954,-0.00329865468866
1955,-0.00329865468866
1956,0.0036874595500899997
1958,0.00230216981683
1959,0.00179381809328
1960,0.0029479729918000003
1961,0.00071074245863
1962,9.657873515000001e-05
1963,0.0011423096839400001
1964,0.0006930077818200001
1965,0.00050245511984
1966,0.00012679486097
1967,0.00094545292565
1968,0.00334383462541
1969,0.00084570831332
1970,0.0006524695691
1971,0.0012606062759700002
1972,-0.00536624640928
1973,0.00189945461565
1974,-0.00290884653685
1975,0.00278542234948
1976,-0.00019264966070999998
1977,0.0022795651192399997
1978,0.00076902877399
1979,0.00113668132097
1980,0.0005064259402900001
1982,0.0008379141593899999
1983,0.00105091912277
1984,0.0016199383732299999
1985,0.00244120782808
1986,0.00072537872631
1987,0.00062163877283
1988,0.00087464387364
1989,0.00094633774297
1990,0.00518691450768
1991,-0.00107528570789
1992,-0.00237328862735
1994,0.00199056788438
1995,0.0020329753323
1996,-0.00314574697184
1997,-0.0025321588652299997
1998,-0.00203701803243
1999,-0.00025664985156
2000,0.00296740436509
2001,0.00194881658052
2002,0.00065466748095
2003,-0.00059430856318
2004,0.00155344899754
2005,-0.00244499475845
2006,-0.00022569952067
2007,-0.00027917280881
2008,0.00033158485171
2009,0.00188350531986
2010,-0.00199566381066
2011,0.00048007485879
2012,0.0016054342203999999
2013,0.00247011881863
2014,-0.0018324981128100002
2015,-7.335346302e-05
2016,-0.0006682265988499999
2017,0.0007713585790400001
2018,0.0012708223964599998
2019,-3.588692421e-05
2020,-0.00067472697037
2021,0.0008237376142199999
2022,-0.0011873872285400001
2023,0.00309923578929
2024,0.01080776273021
2025,0.00174797848526
2026,0.00153326551157
2027,0.0013160264436700001
2028,-0.00185203436877
2029,-0.00055722680172
2030,-0.0013156828818399998
2031,0.0019786758441399997
2032,0.00279119444013
2033,0.00125080999144
2034,-0.00037939984729000003
2035,0.00260374593682
2036,0.0019230530797199998
2037,0.00073966159324
2038,-0.00012700500611999998
2039,-0.00180237932089
2040,0.00212389046083
2041,-0.00045368447005999997
2042,0.0032249270072500003
2043,0.0014932941257
2044,-5.234556262e-05
2045,-0.00056316236494
2046,0.0009784185465399999
2047,0.00039768723821000004
2050,-0.0007929215617
2051,-0.00235063811255
2052,0.00027650953773
2053,0.00272916924056
2055,0.00024614914925
2056,-0.00015884684236
2057,0.00123153706537
2058,0.0027651809912800003
2059,0.0007227111263499999
2060,-0.00132283121685
2062,0.00144558465226
2063,0.00214910732676
2064,0.00367882224177
2065,0.0013317908507599998
2066,0.00131714298413
2067,0.0019452815508800001
2068,0.00074257086687
2072,-0.00021167529944
2073,0.00096717092817
2074,0.00153994084743
2075,0.00108441245655
2076,-0.00021674512569
2077,0.00114128885011
2078,0.0009316904119
2079,-0.0011165686182700002
2080,-0.00279901762988
2081,-2.5450668000000003e-05
2082,0.0015441744453600001
2083,0.00027947536972
2084,0.00029634616722
2085,0.00145800103845
2086,0.00061669930563
2087,0.00301583500786
2088,0.00028335129945
2089,0.0005258072093700001
2090,0.00166660733666
2091,0.0016982611437299999
2092,-0.00020042640591
2093,0.00046608689132
2094,-0.00054354974285
2095,0.00051476908243
2096,0.00037712829960999996
2097,0.00255099618997
2098,-0.00352993111053
2100,-0.00061776715147
2101,0.00156480259602
2102,0.00097125677593
2103,7.833500058000001e-05
2104,-0.00032324693892000003
2105,0.00200392115807
2106,0.0021850450418199998
2109,-0.00116211418801
2110,0.0009196678713500001
2111,-3.173316247e-05
2112,0.00549662019428
2113,0.00082719736419
2115,0.00077832840965
2116,-0.00015511036505000002
2117,0.00052932788022
2119,0.00030698377781
2120,0.00360126950822
2122,0.0007565897178600001
2123,0.00042741796003
2124,0.00033707078034
2125,0.0006582308429600001
2126,0.00073851964981
2127,0.00065801626367
2128,-1.739898921e-05
2129,0.00135021257936
2130,0.00023265256605
2131,0.00040507010934
2132,0.00050254951695
2133,0.00043680207068
2134,0.00042720105252
2135,0.00083351279752
2136,0.00081565099384
2137,0.00074007479015
2138,0.0008867850813
2139,0.00035131409189
2140,0.0008205440574099999
2141,0.00061810177582
2142,0.00079868812765
2143,0.0014171115735
2144,0.00135795432385
2145,0.00055063763911
2146,0.0008010850220399999
2147,0.00144111722021
2148,0.00089493906432
2149,0.000287797185
2150,0.00028594474623999997
2151,0.00022331141669
2152,0.00060993300504
2153,0.0005949433051
2154,0.00048444086154
2155,0.00051365014646
2156,0.00030686822836000003
2160,0.00053163813303
2161,0.00092163571158
